"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DBLOAMIM_00761",9425.34993750314,0.104075075454021,0.178290995907538,0.583737136719988,0.55939717787215,0.739402673953845
"DBLOAMIM_00762",1949.07371722546,0.502118679675397,0.144485068654857,3.47522885478809,0.000510417700042291,0.00353085650743541
"DBLOAMIM_00763",1118.88739203263,0.271648983401397,0.199383727323344,1.36244309928492,0.173058089881914,0.360728700598227
"DBLOAMIM_00764",696.949741122766,0.436452688180339,0.177830008896899,2.45432529013358,0.014114923415422,0.0562771547314177
"DBLOAMIM_00765",107.737184596373,1.05902566603598,0.294305331705785,3.59839103117126,0.000320191955439538,0.00245796574211495
"DBLOAMIM_00766",2154.38084125725,0.761547574315358,0.187251265770913,4.06698225072108,4.76258689551191e-05,0.000499674741787458
"DBLOAMIM_00767",1496.9619507855,0.580053467880013,0.204552793889302,2.8357152051119,0.00457231985786576,0.0231651939680201
"DBLOAMIM_00768",1629.84019010721,0.446978744199508,0.191831074879322,2.33006432602588,0.0198027515515201,0.072948194501623
"DBLOAMIM_00769",280.909444444184,0.482137227746702,0.198379843034714,2.43037407617232,0.0150832463289786,0.0588660144463147
"DBLOAMIM_00770",151.387876329225,0.0585825708952047,0.259821235018662,0.225472605774493,0.821611634142248,0.909770490224354
"DBLOAMIM_00771",380.511760264945,0.829287214675989,0.216137120345553,3.83685696075784,0.000124619007368377,0.00106805235874735
"DBLOAMIM_00772",32.8170564020537,0.0985116033917331,0.544126147951561,0.181045523657692,0.856331843673992,0.932228094410338
"DBLOAMIM_00773",447.657051649491,0.215659036742989,0.173721968183283,1.24140336998405,0.214456774837443,0.4134779165702
"DBLOAMIM_00774",339.792647787665,0.248678449187611,0.223971447819375,1.11031317432998,0.266864098010313,0.472663478383235
"DBLOAMIM_00775",463.906743193271,0.0677187136946436,0.169958579891629,0.398442454260462,0.69030406892737,0.831270036135398
"DBLOAMIM_00776",145.51357020331,0.574573565424975,0.241861918066114,2.37562643188793,0.0175191893841836,0.0661369098491368
"DBLOAMIM_00777",468.786313811515,0.0743017775890156,0.184507878359534,0.402702465876445,0.687167119675854,0.829483175728027
"DBLOAMIM_00778",1131.37330754201,0.242505949663438,0.181775088846709,1.3340989197257,0.182171439843213,0.373540460525416
"DBLOAMIM_00779",162.345142859548,-0.881504451162025,0.228335651028224,-3.8605642491328,0.000113125489328065,0.000986800847869752
"DBLOAMIM_00780",838.799720996874,-0.428291642529068,0.154339638899837,-2.77499445756135,0.00552026485765412,0.0271484900616662
"DBLOAMIM_00781",345.929747396906,0.123914011028381,0.246937355368876,0.501803426392403,0.615805802682783,0.778804124136237
"DBLOAMIM_00782",295.623804303806,-0.0792157642231761,0.213962589173977,-0.370231845337992,0.711209750627573,0.845411054116018
"DBLOAMIM_00783",932.851380557697,0.0926572334196998,0.259911752788215,0.356494973488944,0.721469915742468,0.850451608994795
"DBLOAMIM_00784",1120.0231588391,0.137830857998732,0.188480527195398,0.731273729173321,0.464611973570678,0.663204619870163
"DBLOAMIM_00785",105.280947934254,-0.332883749099619,0.259098509897719,-1.28477677942272,0.198870298941599,0.39554140026457
"DBLOAMIM_00786",81.3660350881856,-0.0941966432032035,0.301366358837024,-0.312565223161302,0.754611003014372,0.867234370419985
"DBLOAMIM_00787",254.497412701834,-0.400555636014952,0.199563753459584,-2.00715625493621,0.0447330278609698,0.134895525932841
"DBLOAMIM_00788",1237.495518442,-0.177987326210694,0.159105698481769,-1.11867348504233,0.263279460864415,0.468507196082401
"DBLOAMIM_00789",1100.32640258953,0.12869095711794,0.152011236355985,0.846588450978497,0.3972245534183,0.605088581674096
"DBLOAMIM_00790",268.803453092931,-0.90203564205693,0.199708507950769,-4.51676121018987,6.27926466073659e-06,8.45381381149311e-05
"DBLOAMIM_00791",711.041484992393,-0.109196525386964,0.179105257916316,-0.609677943893667,0.542075167939936,0.727970812198804
"DBLOAMIM_00792",2525.80873783758,0.0949274922543542,0.174809299552827,0.5430345667947,0.587106002844711,0.758508422351453
"DBLOAMIM_00793",1705.08974598571,-0.00915978194911203,0.172598436421841,-0.0530699010895149,0.957676213096371,0.983689789769435
"DBLOAMIM_00794",410.477457322296,-0.209233183550034,0.172813512601565,-1.21074550479416,0.225992956569514,0.428471858574188
"DBLOAMIM_00796",185.533869318396,-0.338985133565437,0.26891288219373,-1.26057603042321,0.207461639090789,0.406211825218201
"DBLOAMIM_00797",663.207746424136,-0.508009493884169,0.175361800486564,-2.89692220583177,0.00376843189229188,0.0197685656349812
"DBLOAMIM_00798",401.104122167539,-0.45760799626307,0.24185144225125,-1.89210364843588,0.0584771723189544,0.164336517744562
"DBLOAMIM_00799",190.093333444606,-2.10196951247424,0.276114224783257,-7.61268099868538,2.68467838022313e-14,1.07301907323839e-12
"DBLOAMIM_00800",138.257839788844,-3.24011312566654,0.325755279273947,-9.94646390041076,2.61303457556861e-23,1.93518266508287e-21
"DBLOAMIM_00801",1026.78687233748,0.285435795051771,0.174570656576452,1.63507315977108,0.102033711944104,0.247039314110822
"DBLOAMIM_00802",63.0975249684687,-1.81811732713744,0.363628432288846,-4.99993170416673,5.73506251931055e-07,9.43848851217253e-06
"DBLOAMIM_00803",103.441041984023,-0.713865931910991,0.335570601883189,-2.12731963975642,0.0333935340145908,0.109201193050311
"DBLOAMIM_00804",187.152355569268,-0.971904580631558,0.248600580726261,-3.90950245487054,9.24864156383526e-05,0.000843770994845551
"DBLOAMIM_00805",123.807687313298,-1.29391390680033,0.26455831766001,-4.89084568667075,1.00403657726588e-06,1.60010386174397e-05
"DBLOAMIM_00806",42.6199597083202,-0.523920854117634,0.447264968842317,-1.1713880822675,0.241442820474896,0.445248275477562
"DBLOAMIM_00807",31.2515719620385,0.635725066294416,0.421242617847307,1.50916607047784,0.131256348563808,0.29482915761255
"DBLOAMIM_00808",40.8774330120486,-0.681192697542027,0.386581865928564,-1.76209170056596,0.0780538053161666,0.205370409389872
"DBLOAMIM_00809",425.131510581952,-1.1287530749038,0.194358252661181,-5.80759015605845,6.33784258647295e-09,1.38771196806425e-07
"DBLOAMIM_00810",431.341068976486,-1.32841230726806,0.256817175313629,-5.17259916765994,2.30859903349863e-07,3.98154271667777e-06
"DBLOAMIM_00811",90.8843832742547,-1.21774220512507,0.306091893756249,-3.97835496452186,6.93937203349453e-05,0.000674646284955182
"DBLOAMIM_00812",0.944205083589058,-0.666464469480489,2.28085288656575,-0.29219967381762,0.770133961010919,0.876671480029608
"DBLOAMIM_00813",20.7872514612119,-0.0119495902342864,0.512910107253444,-0.0232976306477458,0.981412861671317,0.989666634236434
"DBLOAMIM_00814",30.3989318154622,-0.479259885444716,0.460113215580008,-1.04161295354356,0.297591160603535,0.502909088858861
"DBLOAMIM_00815",987.622554124805,0.312724432946783,0.281966783620916,1.10908252713631,0.267394581844972,0.472731790282217
"DBLOAMIM_00816",383.219004313742,0.514697490874794,0.205171737712879,2.50861788573956,0.0121204517800882,0.0500531173197522
"DBLOAMIM_00817",458.901679868709,0.498869459062895,0.181348957188522,2.75088132182802,0.00594351717011532,0.0287803389122123
"DBLOAMIM_00818",1133.00175635175,-0.287697719296396,0.189133646650603,-1.52113452255207,0.12822608268603,0.289445692977121
"DBLOAMIM_00819",479.012289987626,0.00771639847615553,0.202390892863294,0.038126213916985,0.969587050817531,0.986810911283196
"DBLOAMIM_00820",1127.76644205436,0.6277855762983,0.220755782870052,2.84380127277502,0.00445788425058814,0.0227686664157829
"DBLOAMIM_00821",507.183131231686,-0.718951669539875,0.176767619178084,-4.06721362703636,4.75786230212628e-05,0.000499674741787458
"DBLOAMIM_00822",181.607468138415,0.685445384157512,0.247288712284744,2.7718425876562,0.00557399840062855,0.0272530640248208
"DBLOAMIM_00823",298.419123952816,0.0624716227102586,0.22509494887439,0.2775345383033,0.781369689251616,0.883867420276536
"DBLOAMIM_00824",1744.44690931429,-1.11199814198273,0.226855814247827,-4.90178374166744,9.49703520021403e-07,1.52315507223815e-05
"DBLOAMIM_00825",210.491664019614,0.239512821526866,0.202711144849983,1.18154737720078,0.237385344160498,0.440568138932821
"DBLOAMIM_00826",100.369363486674,-0.705080764940345,0.3449677933362,-2.04390316592014,0.0409631143298804,0.126760353024042
"DBLOAMIM_00827",155.880024230323,-0.15008019899488,0.250394345035322,-0.599375353200206,0.548922608857702,0.732478605778323
"DBLOAMIM_00828",95.6460700966283,-0.988971017762785,0.33523607626616,-2.95007335957958,0.00317698485241599,0.0170932646546655
"DBLOAMIM_00829",623.928096052871,-0.553989038383566,0.174942309879754,-3.16669557389717,0.00154181631120868,0.00928047915218009
"DBLOAMIM_00830",546.651477158761,-0.192988552104222,0.163642170132798,-1.17933263747119,0.2382657470171,0.441777003098774
"DBLOAMIM_00831",753.924724228026,-0.179103723265759,0.156280855752602,-1.14603751306101,0.25177963068147,0.455942072512843
"DBLOAMIM_00832",466.103707307144,-0.853870623861434,0.18101011264721,-4.71725370132017,2.39049525032452e-06,3.56169647356044e-05
"DBLOAMIM_00833",471.329882755143,-0.414198284698428,0.221373165106318,-1.87104107446583,0.0613393880238677,0.17028950280496
"DBLOAMIM_00834",118.477455845895,-0.705691133014722,0.283274520787397,-2.49119169296682,0.0127315408799424,0.0522117588529234
"DBLOAMIM_00835",443.919866411951,-0.663777659404323,0.187275029318859,-3.5444002428864,0.000393507384435553,0.00285548009800785
"DBLOAMIM_00836",277.498530776596,-0.941859673802189,0.234561678122203,-4.01540303319068,5.93442945385719e-05,0.000590628196237644
"DBLOAMIM_00837",821.202273617108,-0.169726607511954,0.167467122132207,-1.01349211326366,0.310825161340648,0.516946998847921
"DBLOAMIM_00838",1018.01647172024,-0.309323520917073,0.173275799961701,-1.78515130783089,0.0742367775428513,0.197544234205897
"DBLOAMIM_00839",689.744108018043,0.238429887264023,0.158295195293444,1.50623578196436,0.132006656892761,0.295986431038266
"DBLOAMIM_00840",1052.77443226808,0.260920019760068,0.166405113872187,1.56798077708403,0.116885618587935,0.27101103830978
"DBLOAMIM_00841",1021.96462012012,0.143920784867214,0.18474512989911,0.77902343052729,0.43596591267778,0.636708251179005
"DBLOAMIM_00842",325.613694289373,-2.48530567036732,0.336627798593811,-7.3829484099327,1.54822030495707e-13,5.81853541474911e-12
"DBLOAMIM_00843",381.042902503755,-1.64843810186534,0.225262341225213,-7.31785922537872,2.51957968193693e-13,9.19464005669157e-12
"DBLOAMIM_00844",467.620988054367,-0.374583720053784,0.171152357131522,-2.18859807911342,0.0286260655684812,0.0957243467482547
"DBLOAMIM_00845",341.269535079938,-0.0161867951381348,0.20880680548651,-0.0775204385720107,0.938209532567384,0.975329923495495
"DBLOAMIM_00846",235.252259279411,-0.127142312326519,0.20211604829096,-0.629055997292648,0.529312396666567,0.720047874017513
"DBLOAMIM_00847",135.626948374754,-0.343190308931583,0.254475557363974,-1.34861796742514,0.177459706507948,0.366866618215939
"DBLOAMIM_00848",312.972329114422,0.435597010714872,0.206165645514075,2.11284964392932,0.034613639042815,0.111739927063857
"DBLOAMIM_00849",405.294958775166,0.417326187771539,0.195258153171201,2.13730479876879,0.0325732088103429,0.106657138861435
"DBLOAMIM_00850",373.351257944909,0.289358248045084,0.177793490965871,1.62749629625434,0.103631734590173,0.249947038024958
"DBLOAMIM_00851",2109.49983619398,0.635742157688241,0.143187051867547,4.43994166648758,8.99832648950935e-06,0.000113288930502923
"DBLOAMIM_00852",602.689994104602,0.549755675662733,0.178804268830388,3.07462276632906,0.00210768956934918,0.0120048906152548
"DBLOAMIM_00853",344.511657093727,0.63266515968443,0.194984323452801,3.24469756584085,0.00117575424679421,0.00738291569433371
"DBLOAMIM_00854",1184.60223263759,0.423156241686879,0.163581419718206,2.58682338382826,0.0096865228180207,0.0419804895968608
"DBLOAMIM_00855",433.795441004764,0.228583655044712,0.189820675837124,1.20420841426594,0.22850903460003,0.430677955930297
"DBLOAMIM_00856",7120.30663458053,0.151180873862015,0.192261779608248,0.786328276842445,0.43167519055105,0.63232002897472
"DBLOAMIM_00857",82.3173128758693,-0.536862122973541,0.295341509676974,-1.81776724701085,0.0690997146398844,0.187290722780655
"DBLOAMIM_00858",646.455682420031,-0.577055306583697,0.172709380739165,-3.34119260988607,0.000834193308021379,0.00547004882707769
"DBLOAMIM_00859",1020.56485154245,-0.24432500631907,0.178542898877568,-1.36843866574952,0.171174808231648,0.358286090712626
"DBLOAMIM_00860",224.424514961776,-0.198251183263738,0.239419206581038,-0.828050456330599,0.407641925701451,0.611665119974947
"DBLOAMIM_00861",445.703136125901,-0.0375902211575403,0.171411897338398,-0.219297620184032,0.826418215605336,0.912175032377138
"DBLOAMIM_00862",366.586857836812,0.191174404000011,0.192234794420009,0.994483878825385,0.319987350086528,0.525741361229609
"DBLOAMIM_00863",185.994919299876,0.820305477301706,0.260684885027468,3.1467320294204,0.00165106202606577,0.00982830775799905
"DBLOAMIM_00864",640.039696353654,0.0616562064373683,0.163163217521215,0.37788055037191,0.705519331600583,0.84154319136441
"DBLOAMIM_00865",510.457678511883,-0.297812022755936,0.171471557244999,-1.73680129544996,0.0824222503297336,0.213957965288937
"DBLOAMIM_00866",1591.34656345932,-0.194365160172708,0.157117552650266,-1.23706840447899,0.216061688444253,0.414588954507921
"DBLOAMIM_00867",367.893973634848,-0.00828969029785276,0.183241758635415,-0.0452390893843484,0.963916737306849,0.984508808196191
"DBLOAMIM_00868",342.620727099837,0.517568979316182,0.203812138348132,2.53944138710777,0.011102964775931,0.0469081632647554
"DBLOAMIM_00869",839.863550101246,0.618172712066139,0.192736973093456,3.20733848905261,0.00133969262901981,0.00826110181552392
"DBLOAMIM_00870",1478.897112032,0.356724929254808,0.147828852170896,2.41309408830706,0.0158177357032994,0.0611198595995648
"DBLOAMIM_00872",1056.84625508464,0.418763378139993,0.164785361200604,2.54126565059505,0.0110451963120537,0.0468212193834195
"DBLOAMIM_00873",676.364419091891,0.100241535041005,0.173959566132555,0.576234680676441,0.564456566762004,0.742970013124269
"DBLOAMIM_00874",1050.41399725781,0.427810707477441,0.189649920849758,2.25579164789821,0.0240836826586354,0.0841091718924326
"DBLOAMIM_00875",3876.46698264643,0.101278024132488,0.150948903621678,0.670942429541056,0.50225720532222,0.696028422125123
"DBLOAMIM_00876",3249.10239952214,0.220990676201529,0.171822100126449,1.28615978991582,0.198387301062405,0.395383710493583
"DBLOAMIM_00877",85.8240278250445,-1.00950554236916,0.375468577544834,-2.68865519711465,0.00717404787720282,0.0334523195459198
"DBLOAMIM_00878",123.106832749292,0.227822562517958,0.249581847213578,0.912817038023606,0.361338775857165,0.570310659821885
"DBLOAMIM_00879",492.325747995008,-0.247831869208762,0.211775875029509,-1.17025543714188,0.241898189377802,0.445248275477562
"DBLOAMIM_00880",1340.5953520978,0.127301105446914,0.21543484204734,0.590903050950972,0.55458538164975,0.736133890877212
"DBLOAMIM_00881",4685.91247800756,0.33733931952019,0.138737332976477,2.43149635561603,0.0150365995906602,0.0588660144463147
"DBLOAMIM_00882",537.258581897563,-1.16975638143367,0.297164649592771,-3.93639143497277,8.27160143213096e-05,0.000765731338459771
"DBLOAMIM_00883",1351.26078312558,-0.0773604325736385,0.141625753509515,-0.546231392643154,0.584906889614979,0.758000796732124
"DBLOAMIM_00884",423.078219099999,-0.684238703615397,0.172647916967512,-3.96320277495242,7.39509176786349e-05,0.000710719124865659
"DBLOAMIM_00885",168.558120640099,-0.508896378894046,0.268362781880088,-1.89630013271153,0.0579203687483488,0.162953618445075
"DBLOAMIM_00886",761.307293916428,-0.384510942536797,0.165351696506333,-2.3254127454451,0.0200499006114299,0.0734871175248624
"DBLOAMIM_00887",230.639502074847,0.371076355746059,0.209325093132921,1.7727275320519,0.076273866642301,0.201914041591517
"DBLOAMIM_00888",20.642797813679,-1.11508503065337,0.569637185055789,-1.95753553297992,0.050284538380866,0.147057453708502
"DBLOAMIM_00889",620.654464524871,-0.0935229140927895,0.171605976560802,-0.544986345855229,0.585762908529027,0.758329564872025
"DBLOAMIM_00890",1365.15014446983,-0.158453072049691,0.179976482093917,-0.880409874702441,0.378637309019019,0.589615797223185
"DBLOAMIM_00891",1050.27909608736,0.420435046768185,0.160461769011277,2.62015712128063,0.00878892627528192,0.0389621766921829
"DBLOAMIM_00892",523.240642054342,0.934927134778098,0.174372641393227,5.36166182554836,8.24598042030018e-08,1.51557508746831e-06
"DBLOAMIM_00893",490.120852827606,-0.248134781641526,0.207671330806288,-1.19484370171915,0.232148102254964,0.434848247073574
"DBLOAMIM_00894",693.92453847247,0.18992027013129,0.177118103669419,1.07228039481365,0.28359410984536,0.489182624463326
"DBLOAMIM_00895",269.174429473147,0.22094634776791,0.215266430504211,1.02638552258425,0.304709899390244,0.510145961878082
"DBLOAMIM_00896",39.1833812567073,-0.0149129463233356,0.395993340355917,-0.0376595886939207,0.969959096674309,0.986810911283196
"DBLOAMIM_00897",498.770374444458,0.336265735139388,0.228795978753678,1.46971872919765,0.141637948026847,0.31013896371705
"DBLOAMIM_00898",662.547654458782,-0.0772121429878437,0.159951144865776,-0.482723290618749,0.629292223708503,0.789970199338011
"DBLOAMIM_00899",130.729583062736,0.0869598563844658,0.305284658311351,0.284848432494036,0.775760264794647,0.880687261836303
"DBLOAMIM_00900",760.246962937928,0.251929688326679,0.177027204554631,1.42311284280001,0.154703445945682,0.332091455150236
"DBLOAMIM_00901",2022.17483110645,-0.139204132325472,0.158233086821474,-0.879740989206192,0.378999638928549,0.589815260087816
"DBLOAMIM_00902",324.355717863328,-1.25803462465517,0.204687249980621,-6.14613086440057,7.93957872002971e-10,1.99918592170348e-08
"DBLOAMIM_00903",868.24927719274,-0.376818975409818,0.168407357497362,-2.23754461212136,0.0252507669709217,0.0871277156785176
"DBLOAMIM_00904",726.505575509174,0.545916501091946,0.154228777174982,3.53965395493326,0.000400652004307628,0.0028906640310791
"DBLOAMIM_00905",596.104861969628,0.386297966305925,0.170472101018039,2.26604801606246,0.0234484435342427,0.0825778752716408
"DBLOAMIM_00906",240.39989411342,0.366842929421709,0.232752195995824,1.5761094233813,0.115000587709152,0.268121740603375
"DBLOAMIM_00907",444.280421926422,-0.157738084788122,0.212512832810189,-0.742252045216533,0.457934640719793,0.657399900417582
"DBLOAMIM_00908",257.549879213823,0.450678772919884,0.218884108677997,2.05898352165384,0.0394958170777017,0.123082261635709
"DBLOAMIM_00909",487.031467803635,0.523368615533891,0.199735499762167,2.6203084386956,0.00878502704777352,0.0389621766921829
"DBLOAMIM_00910",5095.11328372138,0.62970157447841,0.175457610187837,3.58891001538365,0.000332063424566865,0.00251848103331135
"DBLOAMIM_00911",1033.70424006462,0.409309153510379,0.168621450650743,2.42738484297683,0.015208114048614,0.0591870651845596
"DBLOAMIM_00912",141.776630640592,-0.353072174932601,0.262445846324188,-1.34531439486554,0.17852372689105,0.368159495750748
"DBLOAMIM_00913",1666.87614173848,0.0911025937731694,0.184735108080819,0.493152572456954,0.621904786425983,0.783984106650818
"DBLOAMIM_00914",290.794002719805,0.117658600321381,0.205605405026031,0.572254412798557,0.567149629009798,0.744446132699673
"DBLOAMIM_00915",618.48626284565,-0.0800879971277379,0.170078465795378,-0.470888520502602,0.637720346127696,0.79612287136814
"DBLOAMIM_00916",1338.21054825405,-0.0281879912661241,0.157950449695045,-0.178460975075074,0.858360966564119,0.932823873029111
"DBLOAMIM_00917",538.251240214335,0.317288496763959,0.195716640376985,1.62116259584675,0.104982772283967,0.25199868504388
"DBLOAMIM_00918",569.102488040947,0.40331739224423,0.174544132122275,2.31069006640504,0.0208499803215002,0.0754742405784518
"DBLOAMIM_00919",120.273175566784,0.135586937570055,0.269138839957781,0.503780641959088,0.614415532386016,0.77782720490095
"DBLOAMIM_00920",126.561033880777,0.00923054339596316,0.269078551410362,0.034304270435461,0.972634519560399,0.987537790424631
"DBLOAMIM_00921",4284.15871797588,0.465936061374699,0.1453247253801,3.2061719721543,0.00134513572055791,0.00826110181552392
"DBLOAMIM_00922",4172.87421972214,-0.788668449607677,0.189805582627413,-4.15513831938141,3.25090815764892e-05,0.000348331350679149
"DBLOAMIM_00923",43646.5077754288,-0.131440603221968,0.188700239800906,-0.696557690444107,0.486079641707885,0.680830225377688
"DBLOAMIM_00924",3595.73894723142,-0.0734216693226533,0.157480784577554,-0.466226209880836,0.641053590464728,0.798305114139557
"DBLOAMIM_00925",1294.0840288174,0.53054447307972,0.151780101926388,3.49548106995625,0.000473208018003064,0.00333764086647539
"DBLOAMIM_00926",458.215984704468,0.483157652969912,0.183293739830643,2.63597465694318,0.00838959971900257,0.0375889894883425
"DBLOAMIM_00927",589.453765048513,0.255737681658022,0.162129667013749,1.5773651199588,0.114711536382714,0.267944015409715
"DBLOAMIM_00928",750.570090743426,0.193117617260527,0.193300683884801,0.999052943732044,0.317769044672829,0.524005731333295
"DBLOAMIM_00929",187.919262067197,-0.451783952638415,0.24000032486255,-1.88243058794672,0.059777576077424,0.167058753122035
"DBLOAMIM_00930",3638.81416086124,0.400089343499304,0.143227026374071,2.79339279483731,0.00521583144942287,0.0259554616396182
"DBLOAMIM_00931",1514.7785611015,0.252892831970391,0.146147943175745,1.73038926498119,0.0835607505175273,0.215517860242448
"DBLOAMIM_00932",870.681286051134,0.139154732788583,0.16155085165944,0.861367992549677,0.389035398729351,0.598362697297815
"DBLOAMIM_00933",425.517828678617,0.292334947903159,0.190923716588854,1.53116099521931,0.125729608063711,0.285819654163415
"DBLOAMIM_00934",237.478536117774,-0.0441573716566459,0.23357862239431,-0.189047144828617,0.850055866702502,0.9278026321443
"DBLOAMIM_00935",1466.86809285544,0.226224165086961,0.188711334344323,1.19878419530536,0.230611869579676,0.432697978838767
"DBLOAMIM_00936",2697.26105548971,-0.0256288996267595,0.173747874354774,-0.147506262864708,0.882732436752599,0.947451097929686
"DBLOAMIM_00937",188.028125230695,-0.264551322913826,0.244951332593747,-1.08001585503756,0.280135119878814,0.485955092141909
"DBLOAMIM_00938",825.828693991633,-0.193723812333285,0.175657438785584,-1.10285003397866,0.270092295824798,0.475572885290227
"DBLOAMIM_00939",553.255118822862,0.0163636278365962,0.163035254090877,0.100368646817179,0.920051660260712,0.964931600132097
"DBLOAMIM_00940",1756.50605840129,0.105295094902628,0.152209671088078,0.691776640406096,0.489077608499263,0.683405892453465
"DBLOAMIM_00941",265.02148921747,-0.460916658996721,0.240357098708202,-1.91763281165364,0.0551575866040665,0.157111768177646
"DBLOAMIM_00942",55.8968456991079,0.0358189874492025,0.337301267495406,0.106192863475351,0.915429333052584,0.96284505456408
"DBLOAMIM_00943",300.99786477217,0.116641353745998,0.208277084006331,0.560029704191808,0.575459176887529,0.751150234339633
"DBLOAMIM_00944",158.450334763707,0.0171293291600666,0.229928342824141,0.0744985544177465,0.940613691379904,0.976686711296742
"DBLOAMIM_00945",49.2105251100973,-1.73238486036371,0.483360361084316,-3.58404412078283,0.000338314898925284,0.00255818893541701
"DBLOAMIM_00946",667.017097937521,-0.442469809319636,0.188164152984637,-2.35150958512146,0.0186974078907199,0.0696450785041903
"DBLOAMIM_00947",408.630111274838,0.684842873553665,0.212433463225292,3.22379941067651,0.00126501976795788,0.00786498710053812
"DBLOAMIM_00948",844.726777413299,0.198729959448393,0.151580491909719,1.31105234548754,0.189840079269327,0.383641508507355
"DBLOAMIM_00949",1240.95019417758,0.519656381775903,0.160597294398401,3.23577295447311,0.00121313836482366,0.00757985707847637
"DBLOAMIM_00950",2407.74714089714,0.577961069447251,0.135311787677884,4.27132831045818,1.94312094902403e-05,0.00021940710984944
"DBLOAMIM_00951",905.638363420327,0.143761744779151,0.173784657038198,0.827240719803891,0.40810063604365,0.611665119974947
"DBLOAMIM_00952",388.81861754256,-0.197199517888331,0.236641572622601,-0.833325758035031,0.40466103307387,0.610141605556888
"DBLOAMIM_00953",517.428993086217,0.562697034848351,0.161851525063586,3.47662485495448,0.000507767746259135,0.00353085650743541
"DBLOAMIM_00954",1617.01492691182,0.494642349782039,0.165247562677037,2.99334127395741,0.00275941000073689,0.0151707300913875
"DBLOAMIM_00955",602.893676777517,0.390404553235912,0.200213251033378,1.9499436287103,0.05118283827345,0.14882030805144
"DBLOAMIM_00956",752.760137313914,0.267243051617544,0.157906029645476,1.69241828331411,0.090566248740784,0.227817996332961
"DBLOAMIM_00957",466.948338456536,-0.204109121051607,0.200866782506308,-1.01614173585519,0.309561896930324,0.515186289802085
"DBLOAMIM_00958",969.775907866731,0.431115514396536,0.150543418188723,2.86372874738426,0.0041868638296392,0.0215593519898395
"DBLOAMIM_00959",217.041377941284,-0.432900496344898,0.238082474900509,-1.81827955428387,0.0690214161185998,0.187280092442494
"DBLOAMIM_00960",264.454069585936,-0.641475271937273,0.246418590032485,-2.60319350034715,0.00923598093070114,0.0404733157874503
"DBLOAMIM_00961",927.329434558665,0.326574310017817,0.178597179202292,1.82855245237617,0.0674666811643498,0.183854007761724
"DBLOAMIM_00962",822.662003592255,0.381898484920698,0.159884550803287,2.38858903503794,0.0169132096420272,0.0643219436710254
"DBLOAMIM_00963",181.988641799699,0.258244330735443,0.26552355593306,0.972585388245354,0.330759407642438,0.536977555411773
"DBLOAMIM_00964",80.7258880518218,0.0215331161977324,0.292981118835149,0.0734966003384279,0.941410949297199,0.977111611842683
"DBLOAMIM_00965",49.0014569586712,0.288145306475422,0.354462760093973,0.812907134162783,0.41627130390283,0.619120580760382
"DBLOAMIM_00966",316.418287888152,0.320372405801125,0.185664744114999,1.72554249503982,0.0844297524251598,0.216711637723295
"DBLOAMIM_00967",111.425151833131,0.86855960354849,0.277092289652559,3.13454988097128,0.0017211798879509,0.0101735468494375
"DBLOAMIM_00970",1305.91922460541,0.817213003519596,0.165646159921833,4.93348595527498,8.07748528398433e-07,1.32072129513458e-05
"DBLOAMIM_00971",222.450321038323,0.435998463704774,0.251363468434383,1.73453392579434,0.0828233916351305,0.214237238200475
"DBLOAMIM_00972",1158.47509894402,-0.127777480079399,0.151658321038501,-0.842535241089475,0.399488422262373,0.607434690372376
"DBLOAMIM_00973",930.718480282323,0.27520760875087,0.171719849831495,1.60265460877659,0.109010930122632,0.257494861208993
"DBLOAMIM_00974",1081.71034022001,-0.510045130528634,0.180479547014857,-2.82605502376757,0.00471251682660439,0.0237797943274346
"DBLOAMIM_00975",388.353562408188,-0.210584393473751,0.197359787184609,-1.06700760310798,0.285968402657379,0.489182624463326
"DBLOAMIM_00976",547.336657055878,0.0215851371265338,0.186570722394047,0.11569412847609,0.907894959801184,0.959848558365174
"DBLOAMIM_00977",108.114800249229,-0.487744386086326,0.272373337870023,-1.79072000916286,0.0733382371348417,0.196241633975424
"DBLOAMIM_00978",883.64089695652,0.307851072227064,0.147581235232857,2.0859770670799,0.0369807004430181,0.117128809705056
"DBLOAMIM_00979",518.045126175509,0.459159558360522,0.188960932434932,2.42991793300254,0.0151022419905954,0.0588660144463147
"DBLOAMIM_00980",878.063991546803,-0.294473879873856,0.159945462942568,-1.84108929666603,0.0656084739183643,0.180548783963324
"DBLOAMIM_00981",1454.89615471855,-0.162898999510448,0.164285949565903,-0.991557707405166,0.32141332878036,0.526557424768345
"DBLOAMIM_00983",1365.92170788294,0.110628287003884,0.180448623887243,0.61307359746347,0.539827677054328,0.725767412771562
"DBLOAMIM_00984",48.0481478325229,-1.17125932813459,0.406954256892993,-2.87811052052115,0.0040006495191907,0.0207703824522107
"DBLOAMIM_00985",24.9520209116499,0.448201525004024,0.522136722107913,0.858398779527695,0.390672301292089,0.599459387357392
"DBLOAMIM_00986",43.9189761700471,-0.184362958907952,0.380771783616182,-0.484182302472785,0.628256495595279,0.78939613568309
"DBLOAMIM_00987",23.1164903379716,0.064767609531476,0.550217979582155,0.117712637418104,0.90629535318931,0.959716792050655
"DBLOAMIM_00988",232.573199593543,-0.203981835206737,0.204660657858567,-0.996683179566932,0.318918316736605,0.525547330852598
